postnr,fylke,rhf,hf,pasientreisekontor
0360,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0361,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0362,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0363,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0364,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0365,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0366,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0367,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0368,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0369,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0370,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0371,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0372,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0373,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0374,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0375,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0376,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0377,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0378,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0379,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0380,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0381,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0382,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0383,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0401,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0402,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0403,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0404,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0405,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0406,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0407,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0408,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0409,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0410,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0411,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0412,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0413,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0415,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0421,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0422,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0423,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0424,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0426,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0440,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0441,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0442,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0445,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0450,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0451,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0452,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0454,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0455,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0456,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0457,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0458,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0459,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0460,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0461,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0462,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0463,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0464,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0465,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0467,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0468,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0469,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0470,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0472,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0473,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0474,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0475,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0476,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0477,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0478,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0479,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0480,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0481,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0482,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0483,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0484,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0485,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0486,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0487,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0488,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0489,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0490,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0491,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0492,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0493,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0494,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0495,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0496,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0501,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0502,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0503,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0504,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0505,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0506,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0507,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0508,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0509,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0510,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0511,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0512,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0513,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0514,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0515,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0516,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0517,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0518,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0520,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0540,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0550,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0551,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0552,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0553,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0554,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0555,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0556,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0557,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0558,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0559,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0560,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0561,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0562,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0563,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0564,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0565,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0566,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0567,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0568,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0569,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0570,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0571,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0572,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0573,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0574,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0575,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0576,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0577,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0578,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0579,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0580,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0581,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0582,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0583,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0584,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0585,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0586,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0587,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0588,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0589,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0590,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0591,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0592,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0593,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0594,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0595,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0596,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0597,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0598,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
0601,Oslo,Helse Sør-Øst,Oslo universitetssykehus,"Pasientreisekontoret ved Oslo universitetssykehus, Oslo og Akershus"
